fecha,activo,particion,modelo,semilla,senal,retorno_futuro,precio_cierre,recompensa,rotacion
2023-03-09,BTC_USD,validacion,DQN,0,1,-0.0086696568831137,20363.021484375,-0.01613218377905641,1.0
2023-03-10,BTC_USD,validacion,DQN,0,1,0.0877836343684854,20187.244140625,0.09175187888693823,0.0
2023-03-13,BTC_USD,validacion,DQN,0,1,0.0224161647975057,24197.533203125,0.022669294883089903,0.0
2023-03-14,BTC_USD,validacion,DQN,0,1,-0.0150694198256179,24746.07421875,-0.014956444322371141,0.0
2023-03-15,BTC_USD,validacion,DQN,0,1,0.0273877219696504,24375.9609375,0.027766213062754206,0.0
2023-03-16,BTC_USD,validacion,DQN,0,1,0.0904308173547872,25052.7890625,0.09464577453171522,0.0
2023-03-17,BTC_USD,validacion,DQN,0,1,-0.0097280586770752,27423.9296875,-0.009680894177838276,0.0
2023-03-20,BTC_USD,validacion,DQN,0,1,0.0146072594573107,27767.236328125,0.01471446683770811,0.0
2023-03-21,BTC_USD,validacion,DQN,0,1,-0.0313049347860252,28175.81640625,-0.030820008681536257,0.0
2023-03-22,BTC_USD,validacion,DQN,0,1,0.0369024309214414,27307.4375,0.03759177902540271,0.0
2023-03-23,BTC_USD,validacion,DQN,0,1,-0.0301197331855556,28333.97265625,-0.029670654030738493,0.0
2023-03-24,BTC_USD,validacion,DQN,0,1,-0.0309974400560333,27493.28515625,-0.030521945117653253,0.0
2023-03-27,BTC_USD,validacion,DQN,0,0,0.004714100093914,27139.888671875,-0.0075,1.0
2023-03-28,BTC_USD,validacion,DQN,0,0,0.0388533993126916,27268.130859375,0.0,0.0
2023-03-29,BTC_USD,validacion,DQN,0,0,-0.0111695987413331,28348.44140625,-0.0,0.0
2023-03-30,BTC_USD,validacion,DQN,0,0,0.0157464148884536,28033.5625,0.0,0.0
2023-03-31,BTC_USD,validacion,DQN,0,1,-0.014613274150394,28478.484375,-0.022007018470504916,1.0
2023-04-03,BTC_USD,validacion,DQN,0,1,0.0135055858746378,27790.220703125,0.01359719826127567,0.0
2023-04-04,BTC_USD,validacion,DQN,0,1,0.0003512057047058,28168.08984375,0.00035126738464988036,0.0
2023-04-05,BTC_USD,validacion,DQN,0,1,-0.0047612573465794,28177.984375,-0.004749940528704026,0.0
2023-04-06,BTC_USD,validacion,DQN,0,1,0.0455336467573902,28044.140625,0.04658621825410656,0.0
2023-04-10,BTC_USD,validacion,DQN,0,1,0.0194394895643321,29652.98046875,0.019629666758571716,0.0
2023-04-11,BTC_USD,validacion,DQN,0,1,-0.0031803678161343,30235.05859375,-0.003175315803583194,0.0
2023-04-12,BTC_USD,validacion,DQN,0,1,0.0085901337682815,30139.052734375,0.008627134839524772,0.0
2023-04-13,BTC_USD,validacion,DQN,0,1,0.0028457979620181,30399.06640625,0.0028498510889198737,0.0
2023-04-14,BTC_USD,validacion,DQN,0,1,-0.0291287232768213,30485.69921875,-0.02870857139617384,0.0
2023-04-17,BTC_USD,validacion,DQN,0,1,0.0318364609978162,29445.044921875,0.03234866222915391,0.0
2023-04-18,BTC_USD,validacion,DQN,0,1,-0.0531995366286723,30397.552734375,-0.05180920518953676,0.0
2023-04-19,BTC_USD,validacion,DQN,0,1,-0.020211126619281,28822.6796875,-0.020008250880992944,0.0
2023-04-20,BTC_USD,validacion,DQN,0,1,-0.0349108772717124,28245.98828125,-0.03430852251833878,0.0
2023-04-21,BTC_USD,validacion,DQN,0,1,-0.0023965485595713,27276.91015625,-0.0023936791297724416,0.0
2023-04-24,BTC_USD,validacion,DQN,0,1,0.0280232077739538,27525.33984375,0.02841955147295366,0.0
2023-04-25,BTC_USD,validacion,DQN,0,1,0.0040579258685806,28307.59765625,0.00406617039788214,0.0
2023-04-26,BTC_USD,validacion,DQN,0,1,0.0363131328622946,28422.701171875,0.03698050833184281,0.0
2023-04-27,BTC_USD,validacion,DQN,0,1,-0.0045406028897519,29473.787109375,-0.004530309937080523,0.0
2023-04-28,BTC_USD,validacion,DQN,0,1,-0.0410528562110149,29340.26171875,-0.040221601642480224,0.0
2023-05-01,BTC_USD,validacion,DQN,0,1,0.0207492702911204,28091.568359375,0.020966033026897226,0.0
2023-05-02,BTC_USD,validacion,DQN,0,1,0.0112946008250287,28680.537109375,0.011358625646815865,0.0
2023-05-03,BTC_USD,validacion,DQN,0,1,-0.0054826978253753,29006.30859375,-0.005467695268337938,0.0
2023-05-04,BTC_USD,validacion,DQN,0,1,0.0235245236353522,28847.7109375,0.02380340782021535,0.0
2023-05-05,BTC_USD,validacion,DQN,0,1,-0.0270974803125891,29534.384765625,-0.026733637409259933,0.0
2023-05-08,BTC_USD,validacion,DQN,0,1,-0.0012826051136456,27694.2734375,-0.0012817829272578813,0.0
2023-05-09,BTC_USD,validacion,DQN,0,1,-0.0013393336115541,27658.775390625,-0.00133843710457789,0.0
2023-05-10,BTC_USD,validacion,DQN,0,1,-0.0227376278728039,27621.755859375,-0.022481076150133283,0.0
2023-05-11,BTC_USD,validacion,DQN,0,1,-0.0072780171559251,27000.7890625,-0.0072515965245228105,0.0
2023-05-12,BTC_USD,validacion,DQN,0,1,0.0096836881797241,26804.990234375,0.009730726801279779,0.0
2023-05-15,BTC_USD,validacion,DQN,0,0,-0.0057549433066925,27192.693359375,-0.0075,1.0
2023-05-16,BTC_USD,validacion,DQN,0,0,0.0133059491984704,27036.650390625,0.0,0.0
2023-05-17,BTC_USD,validacion,DQN,0,0,-0.0208963229384923,27398.802734375,-0.0,0.0
2023-05-18,BTC_USD,validacion,DQN,0,0,0.0021562704301694,26832.208984375,0.0,0.0
2023-05-19,BTC_USD,validacion,DQN,0,0,0.0036358955711424,26890.12890625,0.0,0.0
2023-05-22,BTC_USD,validacion,DQN,0,0,0.0138489626434261,26851.27734375,0.0,0.0
2023-05-23,BTC_USD,validacion,DQN,0,0,-0.0332704001878959,27225.7265625,-0.0,0.0
2023-05-24,BTC_USD,validacion,DQN,0,0,0.0053545262051376,26334.818359375,0.0,0.0
2023-05-25,BTC_USD,validacion,DQN,0,0,0.0091393326620574,26476.20703125,0.0,0.0
2023-05-26,BTC_USD,validacion,DQN,0,0,-0.0015702994220325,26719.291015625,-0.0,0.0
2023-05-30,BTC_USD,validacion,DQN,0,1,-0.017577792723265,27702.349609375,-0.02492420455507667,1.0
2023-05-31,BTC_USD,validacion,DQN,0,1,-0.014792581991188,27219.658203125,-0.014683709247646339,0.0
2023-06-01,BTC_USD,validacion,DQN,0,1,0.0158916110657963,26819.97265625,0.01601855426947593,0.0
2023-06-02,BTC_USD,validacion,DQN,0,1,-0.0514103456988917,27249.58984375,-0.05011119223804852,0.0
2023-06-05,BTC_USD,validacion,DQN,0,0,0.0558151185623361,25760.09765625,-0.0075,1.0
2023-06-06,BTC_USD,validacion,DQN,0,1,-0.0333254241208089,27238.783203125,-0.04027624957004584,1.0
2023-06-07,BTC_USD,validacion,DQN,0,1,0.0061383660637044,26345.998046875,0.006157244440365424,0.0
2023-06-08,BTC_USD,validacion,DQN,0,1,-0.00105086013774,26508.216796875,-0.0010503081775866923,0.0
2023-06-09,BTC_USD,validacion,DQN,0,1,-0.0014531650030546,26480.375,-0.0014521096700444453,0.0
2023-06-12,BTC_USD,validacion,DQN,0,1,0.0006263269559741,25902.5,0.0006265231396582286,0.0
2023-06-13,BTC_USD,validacion,DQN,0,1,-0.0311153540326201,25918.728515625,-0.030636253390914095,0.0
2023-06-14,BTC_USD,validacion,DQN,0,1,0.0178193754101164,25124.67578125,0.017979087727655732,0.0
2023-06-15,BTC_USD,validacion,DQN,0,1,0.0289427732653721,25576.39453125,0.029365685552642073,0.0
2023-06-16,BTC_USD,validacion,DQN,0,1,0.05352849528514,26327.462890625,0.054987053496188834,0.0
2023-06-20,BTC_USD,validacion,DQN,0,1,0.0582742132068211,28327.48828125,0.06000562340273234,0.0
2023-06-21,BTC_USD,validacion,DQN,0,1,-0.0038377235796951,30027.296875,-0.003830368929937082,0.0
2023-06-22,BTC_USD,validacion,DQN,0,1,0.0258459057681537,29912.28125,0.02618280743799831,0.0
2023-06-23,BTC_USD,validacion,DQN,0,1,-0.0068848359381765,30695.46875,-0.0068611897530508935,0.0
2023-06-26,BTC_USD,validacion,DQN,0,1,0.0136825634152429,30271.130859375,0.01377659807498883,0.0
2023-06-27,BTC_USD,validacion,DQN,0,1,-0.0198089179130376,30688.1640625,-0.01961401038928627,0.0
2023-06-28,BTC_USD,validacion,DQN,0,1,0.011865197537731,30086.24609375,0.01193586822467015,0.0
2023-06-29,BTC_USD,validacion,DQN,0,1,0.0010472432791648,30445.3515625,0.0010477918298796487,0.0
2023-06-30,BTC_USD,validacion,DQN,0,1,0.0173424263179603,30477.251953125,0.017493679292688066,0.0
2023-07-03,BTC_USD,validacion,DQN,0,1,-0.0085955335212928,31156.439453125,-0.008558697540227183,0.0
2023-07-05,BTC_USD,validacion,DQN,0,1,-0.0200202996399463,30514.166015625,-0.019821224171432162,0.0
2023-07-06,BTC_USD,validacion,DQN,0,1,0.014370909980298,29909.337890625,0.014474667943441705,0.0
2023-07-07,BTC_USD,validacion,DQN,0,1,0.008029538805166,30342.265625,0.008061862007427216,0.0
2023-07-10,BTC_USD,validacion,DQN,0,1,0.0067659483655845,30414.470703125,0.00678888910365892,0.0
2023-07-11,BTC_USD,validacion,DQN,0,1,-0.0075166695389679,30620.951171875,-0.0074884900280502405,0.0
2023-07-12,BTC_USD,validacion,DQN,0,1,0.0350591179994657,30391.646484375,0.03568093437476367,0.0
2023-07-13,BTC_USD,validacion,DQN,0,1,-0.036955452769762,31476.048828125,-0.036280934592069776,0.0
2023-07-14,BTC_USD,validacion,DQN,0,1,-0.0034189652941136,30334.068359375,-0.0034131272874816324,0.0
2023-07-17,BTC_USD,validacion,DQN,0,1,-0.0096438864949102,30145.888671875,-0.009597533349379333,0.0
2023-07-18,BTC_USD,validacion,DQN,0,1,0.0019193869502834,29856.5625,0.001921230152499972,0.0
2023-07-19,BTC_USD,validacion,DQN,0,1,-0.0040836263076462,29913.923828125,-0.004075299643919679,0.0
2023-07-20,BTC_USD,validacion,DQN,0,1,0.0039104582531672,29792.015625,0.003918114071041344,0.0
2023-07-21,BTC_USD,validacion,DQN,0,1,-0.0306335381648588,29908.744140625,-0.030169086020877006,0.0
2023-07-24,BTC_USD,validacion,DQN,0,1,0.0017284554802405,29176.916015625,0.001729950120429711,0.0
2023-07-25,BTC_USD,validacion,DQN,0,1,0.0043556533334645,29227.390625,0.004365152978824796,0.0
2023-07-26,BTC_USD,validacion,DQN,0,1,-0.0049272385842934,29354.97265625,-0.004915119656712727,0.0
2023-07-27,BTC_USD,validacion,DQN,0,1,0.0037094442045335,29210.689453125,0.0037163327075590636,0.0
2023-07-28,BTC_USD,validacion,DQN,0,1,-0.0015450628224417,29319.24609375,-0.0015438698273755969,0.0
2023-07-31,BTC_USD,validacion,DQN,0,1,0.0151302338260884,29230.111328125,0.015245275282999864,0.0
2023-08-01,BTC_USD,validacion,DQN,0,1,-0.0178075075169093,29675.732421875,-0.017649890828436897,0.0
2023-08-02,BTC_USD,validacion,DQN,0,1,0.000916180779175,29151.958984375,0.0009166006009861669,0.0
2023-08-03,BTC_USD,validacion,DQN,0,1,-0.0035908335462961,29178.6796875,-0.0035843942133475704,0.0
2023-08-04,BTC_USD,validacion,DQN,0,1,0.0047652738023778,29074.091796875,0.0047766457759307514,0.0
2023-08-07,BTC_USD,validacion,DQN,0,1,0.0198463869790533,29180.578125,0.020044635853149327,0.0
2023-08-08,BTC_USD,validacion,DQN,0,1,-0.0068771014170617,29765.4921875,-0.006853508270246855,0.0
2023-08-09,BTC_USD,validacion,DQN,0,1,-0.004471948989328,29561.494140625,-0.004461964714047709,0.0
2023-08-10,BTC_USD,validacion,DQN,0,1,-0.0010837469218066,29429.591796875,-0.001083159880198667,0.0
2023-08-11,BTC_USD,validacion,DQN,0,1,0.0042776140747162,29397.71484375,0.004286776125049269,0.0
2023-08-14,BTC_USD,validacion,DQN,0,1,-0.0081291201187537,29408.443359375,-0.008096168172365947,0.0
2023-08-15,BTC_USD,validacion,DQN,0,1,-0.0161935848387037,29170.34765625,-0.01606317363429171,0.0
2023-08-16,BTC_USD,validacion,DQN,0,1,-0.0736241200960619,28701.779296875,-0.07097917151940501,0.0
2023-08-17,BTC_USD,validacion,DQN,0,0,-0.0233342486538112,26664.55078125,-0.0075,1.0
2023-08-18,BTC_USD,validacion,DQN,0,1,-0.0025019588646069,26049.556640625,-0.009998831574187829,1.0
2023-08-21,BTC_USD,validacion,DQN,0,1,-0.0035464695192522,26124.140625,-0.003540188223894882,0.0
2023-08-22,BTC_USD,validacion,DQN,0,1,0.0152484555491608,26031.65625,0.015365306423789275,0.0
2023-08-23,BTC_USD,validacion,DQN,0,1,-0.010239565761125,26431.640625,-0.01018731988472612,0.0
2023-08-24,BTC_USD,validacion,DQN,0,1,-0.0043939924369393,26162.373046875,-0.004384352975912537,0.0
2023-08-25,BTC_USD,validacion,DQN,0,1,0.0006305878251208,26047.66796875,0.0006307866874212471,0.0
2023-08-28,BTC_USD,validacion,DQN,0,1,0.060249892570851,26106.150390625,0.06210192476644135,0.0
2023-08-29,BTC_USD,validacion,DQN,0,0,-0.0156342893713229,27727.392578125,-0.0075,1.0
2023-08-30,BTC_USD,validacion,DQN,0,0,-0.0513291454495893,27297.265625,-0.0,0.0
2023-08-31,BTC_USD,validacion,DQN,0,0,-0.0050548143006733,25931.47265625,-0.0,0.0
2023-09-01,BTC_USD,validacion,DQN,0,0,-0.0012573014244295,25800.724609375,-0.0,0.0
2023-09-05,BTC_USD,validacion,DQN,0,0,-0.0010380138015933,25779.982421875,-0.0,0.0
2023-09-06,BTC_USD,validacion,DQN,0,1,0.0187321055019505,25753.236328125,0.011408652030004955,1.0
2023-09-07,BTC_USD,validacion,DQN,0,0,-0.0128311498605087,26240.1953125,-0.0075,1.0
2023-09-08,BTC_USD,validacion,DQN,0,0,-0.0262618810674803,25905.654296875,-0.0,0.0
2023-09-11,BTC_USD,validacion,DQN,0,0,0.0263051279529175,25162.654296875,0.0,0.0
2023-09-12,BTC_USD,validacion,DQN,0,0,0.0151738529586858,25833.34375,0.0,0.0
2023-09-13,BTC_USD,validacion,DQN,0,0,0.0118008351309716,26228.32421875,0.0,0.0
2023-09-14,BTC_USD,validacion,DQN,0,0,0.0025972414093191,26539.673828125,0.0,0.0
2023-09-15,BTC_USD,validacion,DQN,0,0,0.0082605113897513,26608.693359375,0.0,0.0
2023-09-18,BTC_USD,validacion,DQN,0,1,0.0169311026624323,26754.28125,0.009575246134672297,1.0
2023-09-19,BTC_USD,validacion,DQN,0,1,-0.0029114788993918,27211.1171875,-0.002907244655002216,0.0
2023-09-20,BTC_USD,validacion,DQN,0,1,-0.021020467716698,27132.0078125,-0.020801077601783086,0.0
2023-09-21,BTC_USD,validacion,DQN,0,1,0.0004491505408555,26567.6328125,0.00044925142406302576,0.0
2023-09-22,BTC_USD,validacion,DQN,0,1,0.0015851607862177,26579.568359375,0.0015864178176880313,0.0
2023-09-25,BTC_USD,validacion,DQN,0,1,-0.0030935695955251,26298.48046875,-0.0030887894396227277,0.0
2023-09-26,BTC_USD,validacion,DQN,0,1,0.0051537828527894,26217.25,0.005167086436410964,0.0
2023-09-27,BTC_USD,validacion,DQN,0,1,0.0250632062349595,26352.716796875,0.025379928880968766,0.0
2023-09-28,BTC_USD,validacion,DQN,0,1,-0.0040726745702974,27021.546875,-0.004064392478456099,0.0
2023-09-29,BTC_USD,validacion,DQN,0,1,-0.0163191457885158,26911.720703125,-0.016186709920936248,0.0
2023-10-02,BTC_USD,validacion,DQN,0,1,-0.0036683170659445,27530.78515625,-0.0036615970105056623,0.0
2023-10-03,BTC_USD,validacion,DQN,0,1,0.0133777193024828,27429.978515625,0.013467601347721214,0.0
2023-10-04,BTC_USD,validacion,DQN,0,1,-0.0138906622558427,27799.39453125,-0.013794632161643502,0.0
2023-10-05,BTC_USD,validacion,DQN,0,1,0.0191718837881559,27415.912109375,0.019356844476223954,0.0
2023-10-06,BTC_USD,validacion,DQN,0,1,-0.0126593877279259,27946.59765625,-0.012579594744121451,0.0
2023-10-09,BTC_USD,validacion,DQN,0,1,-0.0070090060125914,27583.677734375,-0.006984500217130397,0.0
2023-10-10,BTC_USD,validacion,DQN,0,1,-0.0190812208422717,27391.01953125,-0.0189003267351682,0.0
2023-10-11,BTC_USD,validacion,DQN,0,1,-0.0043453816471778,26873.3203125,-0.004335954136668419,0.0
2023-10-12,BTC_USD,validacion,DQN,0,1,0.0039380057832304,26756.798828125,0.003945769916393074,0.0
2023-10-13,BTC_USD,validacion,DQN,0,1,0.0488543973047657,26862.375,0.05006744695824199,0.0
2023-10-16,BTC_USD,validacion,DQN,0,1,-0.0036433994327744,28519.466796875,-0.003636770306356618,0.0
2023-10-17,BTC_USD,validacion,DQN,0,1,-0.0030807197496875,28415.748046875,-0.003075979201948638,0.0
2023-10-18,BTC_USD,validacion,DQN,0,1,0.013724231161473,28328.341796875,0.013818840741083666,0.0
2023-10-19,BTC_USD,validacion,DQN,0,1,0.0329857689825514,28719.806640625,0.033535830870205306,0.0
2023-10-20,BTC_USD,validacion,DQN,0,1,0.0981234055291609,29682.94921875,0.10309890521346289,0.0
2023-10-23,BTC_USD,validacion,DQN,0,1,0.0243427517877734,33086.234375,0.024641455401344707,0.0
2023-10-24,BTC_USD,validacion,DQN,0,1,0.017581001125127,33901.52734375,0.017736456610142972,0.0
2023-10-25,BTC_USD,validacion,DQN,0,1,-0.0100838184339324,34502.8203125,-0.010033147199696663,0.0
2023-10-26,BTC_USD,validacion,DQN,0,1,-0.0072531692565719,34156.6484375,-0.007226928505637245,0.0
2023-10-27,BTC_USD,validacion,DQN,0,1,-0.0010462557765204,33909.80078125,-0.0010457086417763799,0.0
2023-10-30,BTC_USD,validacion,DQN,0,1,0.0047829388016928,34502.36328125,0.0047943953114624165,0.0
2023-10-31,BTC_USD,validacion,DQN,0,1,0.0219528756206894,34667.78125,0.022195613001625144,0.0
2023-11-01,BTC_USD,validacion,DQN,0,1,-0.014181643038139,35437.25390625,-0.014081557224217842,0.0
2023-11-02,BTC_USD,validacion,DQN,0,1,-0.0059112069551451,34938.2421875,-0.005893770145759327,0.0
2023-11-03,BTC_USD,validacion,DQN,0,1,-0.0003419870125084,34732.32421875,-0.0003419285416156564,0.0
2023-11-06,BTC_USD,validacion,DQN,0,1,0.0115264053036002,35037.37109375,0.011593090279608809,0.0
2023-11-07,BTC_USD,validacion,DQN,0,1,0.0059555252934752,35443.5625,0.005973294692089551,0.0
2023-11-08,BTC_USD,validacion,DQN,0,1,0.0286922398244658,35655.27734375,0.0291078273278926,0.0
2023-11-09,BTC_USD,validacion,DQN,0,1,0.016778346050334,36693.125,0.016919893031732653,0.0
2023-11-10,BTC_USD,validacion,DQN,0,1,-0.0150135370550292,37313.96875,-0.014901395821212278,0.0
2023-11-13,BTC_USD,validacion,DQN,0,0,-0.0267843578397946,36502.35546875,-0.0075,1.0
2023-11-14,BTC_USD,validacion,DQN,0,0,0.0638461992762783,35537.640625,0.0,0.0
2023-11-15,BTC_USD,validacion,DQN,0,1,-0.0466297561906654,37880.58203125,-0.053059292055657195,1.0
2023-11-16,BTC_USD,validacion,DQN,0,1,0.0121487469666794,36154.76953125,0.012222842746045752,0.0
2023-11-17,BTC_USD,validacion,DQN,0,1,0.0024153344549947,36596.68359375,0.002418253725124204,0.0
2023-11-20,BTC_USD,validacion,DQN,0,1,-0.0453926219219483,37476.95703125,-0.04437779006078828,0.0
2023-11-21,BTC_USD,validacion,DQN,0,1,0.0442013894678362,35813.8125,0.04519282452126531,0.0
2023-11-22,BTC_USD,validacion,DQN,0,1,0.0114828809236324,37432.33984375,0.011549062275727414,0.0
2023-11-24,BTC_USD,validacion,DQN,0,1,-0.0060201767439216,37720.28125,-0.006002091789647431,0.0
2023-11-27,BTC_USD,validacion,DQN,0,1,0.0153673136112338,37254.16796875,0.015485997948845268,0.0
2023-11-28,BTC_USD,validacion,DQN,0,1,0.0007241750284948,37831.0859375,0.0007244373065386635,0.0
2023-11-29,BTC_USD,validacion,DQN,0,1,-0.0038571889984724,37858.4921875,-0.003849759600254718,0.0
2023-11-30,BTC_USD,validacion,DQN,0,1,0.0255507301146281,37712.74609375,0.025879947957747545,0.0
2023-12-01,BTC_USD,validacion,DQN,0,1,0.0488565668865632,38688.75,0.05006972516793244,0.0
2023-12-04,BTC_USD,validacion,DQN,0,1,0.04882523455973,41980.09765625,0.05003682455553489,0.0
2023-12-05,BTC_USD,validacion,DQN,0,1,-0.0076105157033984,44080.6484375,-0.00758162905597561,0.0
2023-12-06,BTC_USD,validacion,DQN,0,1,-0.0104271600369865,43746.4453125,-0.010372985662227845,0.0
2023-12-07,BTC_USD,validacion,DQN,0,1,0.0199856832348002,43292.6640625,0.020186734148268843,0.0
2023-12-08,BTC_USD,validacion,DQN,0,1,-0.0596686466968369,44166.6015625,-0.05792335792051154,0.0
2023-12-11,BTC_USD,validacion,DQN,0,1,0.0049916781642923,41243.83203125,0.005004157345118234,0.0
2023-12-12,BTC_USD,validacion,DQN,0,1,0.0341627495710368,41450.22265625,0.03475299863154751,0.0
2023-12-13,BTC_USD,validacion,DQN,0,1,0.0031014611592039,42890.7421875,0.0031062756659134285,0.0
2023-12-14,BTC_USD,validacion,DQN,0,1,-0.0257616788095846,43023.97265625,-0.025432678020983326,0.0
2023-12-15,BTC_USD,validacion,DQN,0,1,0.0299796695117895,41929.7578125,0.03043358452271966,0.0
2023-12-18,BTC_USD,validacion,DQN,0,1,-0.0083165707186152,42623.5390625,-0.008282083715112564,0.0
2023-12-19,BTC_USD,validacion,DQN,0,1,0.0321647372447505,42270.52734375,0.032687613405284206,0.0
2023-12-20,BTC_USD,validacion,DQN,0,1,0.0049565656400486,43652.25,0.004968869731800649,0.0
2023-12-21,BTC_USD,validacion,DQN,0,1,0.0029305657871948,43869.15234375,0.002934864092908283,0.0
2023-12-22,BTC_USD,validacion,DQN,0,1,-0.0253744795398311,43997.90234375,-0.02505525320099548,0.0
2023-12-26,BTC_USD,validacion,DQN,0,1,0.0214623912043401,42520.40234375,0.021694364920222534,0.0
2023-12-27,BTC_USD,validacion,DQN,0,1,-0.0189384832630336,43442.85546875,-0.018760276947869064,0.0
2023-12-28,BTC_USD,validacion,DQN,0,1,-0.012474379352009,42627.85546875,-0.012396896798793898,0.0
2023-12-29,BTC_USD,validacion,DQN,0,1,0.017742604013605,42099.40234375,0.01790093905130137,0.0
2024-01-02,BTC_USD,validacion,DQN,0,1,-0.0480649535787553,44957.96875,-0.04692812036242188,0.0
2024-01-03,BTC_USD,validacion,DQN,0,1,0.0306073577182859,42848.17578125,0.031080578565324923,0.0
2024-01-04,BTC_USD,validacion,DQN,0,1,-0.0003900828451526,44179.921875,-0.0003900067727313959,0.0
2024-01-05,BTC_USD,validacion,DQN,0,1,0.0666242663558736,44162.69140625,0.06889378335779224,0.0
2024-01-08,BTC_USD,validacion,DQN,0,1,-0.0178454171064382,46970.50390625,-0.017687130611972347,0.0
2024-01-09,BTC_USD,validacion,DQN,0,1,0.0105220327519483,46139.73046875,0.010577584004972582,0.0
2024-01-10,BTC_USD,validacion,DQN,0,1,-0.0055742411475225,46627.77734375,-0.005558733892443162,0.0
2024-01-11,BTC_USD,validacion,DQN,0,1,-0.0788426288329936,46368.5859375,-0.07581464687080204,0.0
2024-01-12,BTC_USD,validacion,DQN,0,1,0.0150113645058064,42853.16796875,0.015124600939588142,0.0
2024-01-16,BTC_USD,validacion,DQN,0,0,-0.0095997128258615,43154.9453125,-0.0075,1.0
2024-01-17,BTC_USD,validacion,DQN,0,0,-0.0352539060043804,42742.65234375,-0.0,0.0
2024-01-18,BTC_USD,validacion,DQN,0,0,0.008599127738074,41262.05859375,0.0,0.0
2024-01-19,BTC_USD,validacion,DQN,0,1,-0.0503089102812547,41618.40625,-0.05656437466721812,1.0
2024-01-22,BTC_USD,validacion,DQN,0,1,0.0085235842579221,39507.3671875,0.008560013431039204,0.0
2024-01-23,BTC_USD,validacion,DQN,0,1,0.0057937057279857,39845.55078125,0.00581052170093098,0.0
2024-01-24,BTC_USD,validacion,DQN,0,0,-0.0035811572894929,40077.07421875,-0.0075,1.0
2024-01-25,BTC_USD,validacion,DQN,0,0,0.0460765744948169,39933.80859375,0.0,0.0
2024-01-26,BTC_USD,validacion,DQN,0,0,0.0293644157369146,41816.87109375,0.0,0.0
2024-01-29,BTC_USD,validacion,DQN,0,1,-0.0077837449899358,43288.24609375,-0.015253530092744001,1.0
2024-01-30,BTC_USD,validacion,DQN,0,1,-0.0086515528090469,42952.609375,-0.008614235820219009,0.0
2024-01-31,BTC_USD,validacion,DQN,0,1,0.0115148902942397,42582.60546875,0.011581441842771281,0.0
2024-02-01,BTC_USD,validacion,DQN,0,1,0.0025523745302443,43075.7734375,0.002555634611174748,0.0
2024-02-02,BTC_USD,validacion,DQN,0,1,0.0017617075316479,43185.859375,0.0017632602500394494,0.0
2024-02-05,BTC_USD,validacion,DQN,0,1,0.0099368047086992,42658.66796875,0.009986338686479088,0.0
2024-02-06,BTC_USD,validacion,DQN,0,1,0.0282286462102806,43084.671875,0.028630850081180857,0.0
2024-02-07,BTC_USD,validacion,DQN,0,1,0.0219456712821148,44318.22265625,0.022188248784866797,0.0
2024-02-08,BTC_USD,validacion,DQN,0,1,0.0399329954084116,45301.56640625,0.040741037427910465,0.0
2024-02-09,BTC_USD,validacion,DQN,0,1,0.0338814785316512,47147.19921875,0.03446199350769041,0.0
2024-02-12,BTC_USD,validacion,DQN,0,1,-0.0043285887601175,49958.22265625,-0.004319233922406293,0.0
2024-02-13,BTC_USD,validacion,DQN,0,1,0.0410468495104089,49742.44140625,0.04190091694992911,0.0
2024-02-14,BTC_USD,validacion,DQN,0,1,0.0021560092291083,51826.6953125,0.002158335088230516,0.0
2024-02-15,BTC_USD,validacion,DQN,0,1,0.0042584326097615,51938.5546875,0.004267512618200289,0.0
2024-02-16,BTC_USD,validacion,DQN,0,1,0.0097196793373194,52160.203125,0.009767068832988874,0.0
2024-02-20,BTC_USD,validacion,DQN,0,1,-0.0085609043152299,52284.875,-0.008524364120598933,0.0
2024-02-21,BTC_USD,validacion,DQN,0,1,-0.0103585476400142,51839.1796875,-0.010305082651198054,0.0
2024-02-22,BTC_USD,validacion,DQN,0,1,-0.0112318061155125,51304.97265625,-0.011168964874795387,0.0
2024-02-23,BTC_USD,validacion,DQN,0,1,0.0525111876569454,50731.94921875,0.05391435284481114,0.0
2024-02-26,BTC_USD,validacion,DQN,0,1,0.0459362164404731,54522.40234375,0.047007626953800175,0.0
2024-02-27,BTC_USD,validacion,DQN,0,1,0.0906952929770428,57085.37109375,0.0949353199412474,0.0
2024-02-28,BTC_USD,validacion,DQN,0,1,-0.0211224142700197,62504.7890625,-0.02090089846865479,0.0
2024-02-29,BTC_USD,validacion,DQN,0,1,0.0200954657884248,61198.3828125,0.020298739001094468,0.0
2024-03-01,BTC_USD,validacion,DQN,0,1,0.0785670808490068,62440.6328125,0.08173591649219114,0.0
2024-03-04,BTC_USD,validacion,DQN,0,1,-0.0685829818149203,68330.4140625,-0.06628402455760392,0.0
2024-03-05,BTC_USD,validacion,DQN,0,0,0.0354997002008663,63801.19921875,-0.0075,1.0
2024-03-06,BTC_USD,validacion,DQN,0,1,0.0123081400525153,66106.8046875,0.004884196927533465,1.0
2024-03-07,BTC_USD,validacion,DQN,0,1,0.0203313122369879,66925.484375,0.02053940121370982,0.0
2024-03-08,BTC_USD,validacion,DQN,0,1,0.0439922985827462,68300.09375,0.04497430707429575,0.0
2024-03-11,BTC_USD,validacion,DQN,0,1,-0.0089498360493478,72123.90625,-0.008909905479502506,0.0
